code,transcription
y0934,Övergrepp med icke specificerade metoder-idrottsanläggning-vitalaktivitet
y0938,Övergrepp med icke specificerade metoder-idrottsanläggning-andra aktiviteter
y0939,Övergrepp med icke specificerade metoder-idrottsanläggning-ospec aktiviteter
y0940,Övergrepp med icke specificerade metoder-gata-idrott
y0941,"Övergrepp med icke specificerade metoder-gata-lek,fritid"
y0942,Övergrepp med icke specificerade metoder-gata-förvärvsarbete
y0943,Övergrepp med icke specificerade metoder-gata-annan sysselsättning
y0944,Övergrepp med icke specificerade metoder-gata-vitalaktivitet
y0948,Övergrepp med icke specificerade metoder-gata-andra aktiviteter
y0949,Övergrepp med icke specificerade metoder-gata-ospec aktiviteter
y0950,Övergrepp med icke specificerade metoder-serviceområde-idrott
y0951,"Övergrepp med icke specificerade metoder-serviceområde-lek,fritid"
y0952,Övergrepp med icke specificerade metoder-serviceområde-förvärvsarbete
y0953,Övergrepp med icke specificerade metoder-serviceområde-annan sysselsättning
y0954,Övergrepp med icke specificerade metoder-serviceområde-vitalaktivitet
y0958,Övergrepp med icke specificerade metoder-serviceområde-andra aktiviteter
y0959,Övergrepp med icke specificerade metoder-serviceområde-ospec aktiviteter
y0960,Övergrepp med icke specificerade metoder-industriområde-idrott
y0961,"Övergrepp med icke specificerade metoder-industriområde-lek,fritid"
y0962,Övergrepp med icke specificerade metoder-industriområde-förvärvsarbete
y0963,Övergrepp med icke specificerade metoder-industriområde-annan sysselsättning
y0964,Övergrepp med icke specificerade metoder-industriområde-vitalaktivitet
y0968,Övergrepp med icke specificerade metoder-industriområde-andra aktiviteter
y0969,Övergrepp med icke specificerade metoder-industriområde-ospec aktiviteter
y0970,Övergrepp med icke specificerade metoder-lantbruksområde-idrott
y0971,"Övergrepp med icke specificerade metoder-lantbruksområde-lek,fritid"
y0972,Övergrepp med icke specificerade metoder-lantbruksområde-förvärvsarbete
y0973,Övergrepp med icke specificerade metoder-lantbruksområde-annan sysselsättning
y0974,Övergrepp med icke specificerade metoder-lantbruksområde-vitalaktivitet
y0978,Övergrepp med icke specificerade metoder-lantbruksområde-andra aktiviteter
y0979,Övergrepp med icke specificerade metoder-lantbruksområde-ospec aktiviteter
y0980,Övergrepp med icke specificerade metoder-andra områden-idrott
y0981,"Övergrepp med icke specificerade metoder-andra områden-lek,fritid"
y0982,Övergrepp med icke specificerade metoder-andra områden-förvärvsarbete
y0983,Övergrepp med icke specificerade metoder-andra områden-annan sysselsättning
y0984,Övergrepp med icke specificerade metoder-andra områden-vitalaktivitet
y0988,Övergrepp med icke specificerade metoder-andra områden-andra aktiviteter
y0989,Övergrepp med icke specificerade metoder-andra områden-ospec aktiviteter
y0990,Övergrepp med icke specificerade metoder-ospec område-idrott
y0991,"Övergrepp med icke specificerade metoder-ospec område-lek,fritid"
y0992,Övergrepp med icke specificerade metoder-ospec område-förvärvsarbete
y0993,Övergrepp med icke specificerade metoder-ospec område-annan sysselsättning
y0994,Övergrepp med icke specificerade metoder-ospec område-vitalaktivitet
y0998,Övergrepp med icke specificerade metoder-ospec område-andra aktiviteter
y0999,Övergrepp med icke specificerade metoder-ospec område-ospec aktiviteter
y10,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt"
y1000,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-bostad-idrott"
y1001,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-bostad-lek,fritid"
y1002,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-bostad-förvärvsarbete"
y1003,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-bostad-annan sysselsättning"
y1004,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-bostad-vitalaktivitet"
y1008,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-bostad-andra aktiviteter"
y1009,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-bostad-ospec aktiviteter"
y1010,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-institutionellt boende-idrott"
y1011,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-institutionellt boende-lek,fritid"
y1012,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-institutionellt boende-förvärvsarbete"
y1013,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-institutionellt boende-annan sysselsättning"
y1014,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-institutionellt boende-vitalaktivitet"
y1018,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-institutionellt boende-andra aktiviteter"
y1019,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-institutionellt boende-ospec aktiviteter"
y1020,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-skola, offentlig lokal-idrott"
y1021,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-skola, offentlig lokal-lek,fritid"
y1022,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-skola, offentlig lokal-förvärvsarbete"
y1023,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-skola, offentlig lokal-annan sysselsättning"
y1024,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-skola, offentlig lokal-vitalaktivitet"
y1028,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-skola, offentlig lokal-andra aktiviteter"
y1029,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter"
y1030,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-idrottsanläggning-idrott"
y1031,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-idrottsanläggning-lek,fritid"
y1032,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-idrottsanläggning-förvärvsarbete"
y1033,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-idrottsanläggning-annan sysselsättning"
y1034,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-idrottsanläggning-vitalaktivitet"
y1038,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-idrottsanläggning-andra aktiviteter"
y1039,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-idrottsanläggning-ospec aktiviteter"
y1040,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-gata-idrott"
y1041,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-gata-lek,fritid"
y1042,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-gata-förvärvsarbete"
y1043,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-gata-annan sysselsättning"
y1044,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-gata-vitalaktivitet"
y1048,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-gata-andra aktiviteter"
y1049,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-gata-ospec aktiviteter"
y1050,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-serviceområde-idrott"
y1051,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-serviceområde-lek,fritid"
y1052,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-serviceområde-förvärvsarbete"
y1053,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-serviceområde-annan sysselsättning"
y1054,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-serviceområde-vitalaktivitet"
y1058,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-serviceområde-andra aktiviteter"
y1059,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-serviceområde-ospec aktiviteter"
y1060,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-industriområde-idrott"
y1061,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-industriområde-lek,fritid"
y1062,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-industriområde-förvärvsarbete"
y1063,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-industriområde-annan sysselsättning"
y1064,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-industriområde-vitalaktivitet"
y1068,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-industriområde-andra aktiviteter"
y1069,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-industriområde-ospec aktiviteter"
y1070,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-lantbruksområde-idrott"
y1071,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-lantbruksområde-lek,fritid"
y1072,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-lantbruksområde-förvärvsarbete"
y1073,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-lantbruksområde-annan sysselsättning"
y1074,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-lantbruksområde-vitalaktivitet"
y1078,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-lantbruksområde-andra aktiviteter"
y1079,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-lantbruksområde-ospec aktiviteter"
y1080,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-andra områden-idrott"
y1081,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-andra områden-lek,fritid"
y1082,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-andra områden-förvärvsarbete"
y1083,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-andra områden-annan sysselsättning"
y1084,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-andra områden-vitalaktivitet"
y1088,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-andra områden-andra aktiviteter"
y1089,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-andra områden-ospec aktiviteter"
y1090,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-ospec område-idrott"
y1091,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-ospec område-lek,fritid"
y1092,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-ospec område-förvärvsarbete"
y1093,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-ospec område-annan sysselsättning"
y1094,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-ospec område-vitalaktivitet"
y1098,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-ospec område-andra aktiviteter"
y1099,"Förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism, med oklar avsikt-ospec område-ospec aktiviteter"
y11,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa medel som ej klassificeras annorstädes, med oklar avsikt"
y1100,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-bostad-idrott"
y1101,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-bostad-lek,frit"
y1102,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-bostad-förvärvs"
y1103,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-bostad-annan sy"
y1104,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-bostad-vitalakt"
y1108,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-bostad-andra ak"
y1109,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-bostad-ospec ak"
y1110,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-institutionellt"
y1111,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-institutionellt"
y1112,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-institutionellt"
y1113,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-institutionellt"
y1114,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-institutionellt"
y1118,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-institutionellt"
y1119,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-institutionellt"
y1120,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-skola, offentli"
y1121,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-skola, offentli"
y1122,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-skola, offentli"
y1123,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-skola, offentli"
y1124,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-skola, offentli"
y1128,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-skola, offentli"
y1129,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-skola, offentli"
y1130,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggni"
y1131,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggni"
y1132,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggni"
y1133,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggni"
y1134,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggni"
y1138,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggni"
y1139,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggni"
y1140,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-gata-idrott"
y1141,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-gata-lek,fritid"
y1142,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-gata-förvärvsar"
y1143,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-gata-annan syss"
y1144,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-gata-vitalaktiv"
y1148,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-gata-andra akti"
y1149,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-gata-ospec akti"
y1150,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-serviceområde-i"
y1151,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-serviceområde-l"
y1152,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-serviceområde-f"
y1153,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-serviceområde-a"
y1154,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-serviceområde-v"
y1158,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-serviceområde-a"
y1159,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-serviceområde-o"
y1160,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-industriområde-"
y1161,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-industriområde-"
y1162,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-industriområde-"
y1163,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-industriområde-"
y1164,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-industriområde-"
y1168,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-industriområde-"
y1169,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-industriområde-"
y1170,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde"
y1171,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde"
y1172,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde"
y1173,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde"
y1174,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde"
y1178,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde"
y1179,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde"
y1180,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-andra områden-i"
y1181,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-andra områden-l"
y1182,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-andra områden-f"
y1183,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-andra områden-a"
y1184,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-andra områden-v"
y1188,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-andra områden-a"
y1189,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-andra områden-o"
y1190,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-ospec område-id"
y1191,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-ospec område-le"
y1192,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-ospec område-fö"
y1193,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-ospec område-an"
y1194,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-ospec område-vi"
